"","q_inv","tpot_inv","clw_max","tpot_pbl","pblh","num_pbl"
"meanvec",4.61837388674418,6.91534389919705,0.43688211929467,292.300094943576,1377.81892261621,68.6406279888889
"stdvec",2.38700406295671,3.1091966938254,0.264522040693438,4.90892276900877,495.4785199941,50.6347397757327
